ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
F00001065,1478,1,0,3,25,14,0,3,0
F00001066,1478,1,0,3,40,19,0,2,0
F00001068,1478,1,0,3,20,45,0,1,1
F00001069,1478,1,0,3,30,39,0,3,1
F00001071,1478,1,0,3,5,49,0,2,1
F00001073,1478,1,0,3,20,,0,1,2
F00001074,1478,1,1,3,5,,0,1,0
F00001076,1478,1,1,3,10,47,0,1,0
F00001077,1478,1,1,3,30,25,0,2,0
F00001078,1478,1,1,3,30,,0,2,0
F00001079,1478,1,1,3,50,45,0,2,0
F00001080,1478,1,1,3,40,46,0,3,1
F00001084,1576,1,0,3,15,37,0,1,0
F00001086,1575,1,0,3,20,45,0,2,1
F00001087,1576,1,0,3,25,46,0,2,1
F00001089,1576,1,1,3,15,,0,2,0
F00001090,1575,1,1,3,15,38,0,3,0
F00001091,1576,1,1,3,20,47,0,1,0
F00001094,1576,1,1,3,40,42,0,1,0
F00001097,1678,1,0,3,25,43,0,2,0
F00001098,1678,1,0,3,10,40,0,2,1
F00001099,1678,1,0,3,10,17,0,3,1
F00001100,1678,1,0,3,25,48,0,2,2
F00001104,1678,1,1,3,15,43,0,2,0
F00001106,1678,1,1,3,40,40,0,3,0
F00001107,1678,1,1,3,40,47,0,2,0
F00001111,1678,1,1,3,40,40,0,2,1
F00001112,1785,1,0,3,5,16,0,2,0
F00001113,1785,1,0,3,10,,0,2,0
F00001114,1785,1,0,3,15,14,0,3,0
F00001116,1786,1,0,3,20,18,0,3,0
F00001118,1785,1,0,3,30,19,0,3,0
F00001119,1785,1,0,3,35,43,0,2,0
F00001120,1786,1,0,3,40,47,0,2,0
F00001121,1786,1,0,3,20,49,0,1,1
F00001124,1786,1,1,3,10,21,0,2,0
F00001126,1786,1,1,3,20,23,0,1,0
F00001127,1786,1,1,3,20,38,0,1,0
F00001128,1785,1,1,3,30,42,0,3,0
F00001130,1785,1,1,3,40,,0,3,0
F00001131,1785,1,1,3,30,43,0,2,1
F00001132,1898,1,0,3,25,49,0,3,0
F00001134,1898,1,0,3,40,26,0,3,1
F00001135,1898,1,0,3,15,31,0,1,1
F00001136,1898,1,0,3,20,50,0,3,2
F00001138,1898,1,1,3,5,33,0,1,0
F00001139,1898,1,1,3,15,26,0,2,0
F00001140,1898,1,1,3,15,35,0,1,0
F00001142,1898,1,1,3,20,14,0,2,0
F00001143,1898,1,1,3,40,42,0,2,0
F00001144,2016,1,0,3,5,17,0,1,0
F00001146,2015,1,0,3,10,34,0,1,0
F00001147,2016,1,0,3,20,27,0,2,0
F00001149,2016,1,0,3,10,45,0,2,1
F00001151,2016,1,0,3,15,53,0,2,1
F00001152,2015,1,0,3,25,51,0,3,1
F00001153,2016,1,1,3,5,48,0,2,0
F00001156,2015,1,1,3,30,40,0,1,0
F00001158,2016,1,1,3,30,49,0,1,1
F00001162,2138,1,0,3,30,29,0,2,0
F00001165,2139,1,0,3,20,49,0,3,1
F00001166,2138,1,0,3,20,51,0,2,1
F00001169,2138,1,1,3,5,45,0,1,0
F00001170,2138,1,1,3,10,32,0,1,0
F00001173,2139,1,1,3,15,29,0,2,0
F00001176,2139,1,1,3,20,50,0,3,0
F00001177,2138,1,1,3,25,55,0,2,0
F00001179,2267,1,0,3,10,49,0,1,0
F00001181,2267,1,0,3,20,49,0,1,0
F00001182,2267,1,0,3,40,51,0,2,0
F00001184,2267,1,0,3,20,47,0,1,1
F00001186,2267,1,0,3,40,52,0,1,1
F00001187,2267,1,1,3,5,20,0,1,0
F00001188,2267,1,1,3,10,48,0,1,0
F00001190,2267,1,1,3,20,49,0,3,0
F00001191,2267,1,1,3,25,37,0,2,0
F00001193,2267,1,1,3,20,49,0,1,1
F00001194,2267,1,1,3,10,52,0,1,1
F00001197,2402,1,0,3,10,52,0,2,1
F00001199,2401,1,1,3,20,51,0,2,0
F00001200,2402,1,1,3,20,42,0,3,1
F00001201,2541,1,0,3,5,55,0,1,0
F00001203,2541,1,0,3,10,54,0,3,0
F00001205,2542,1,0,3,20,20,0,2,0
F00001206,2542,1,0,3,20,45,0,1,0
F00001207,2541,1,0,3,20,49,0,2,0
F00001209,2542,1,0,3,10,51,0,2,1
F00001210,2542,1,1,3,15,39,0,3,0
F00001211,2542,1,1,3,30,,0,3,0
F00001212,2542,1,1,3,20,53,0,2,1
F00001214,2687,1,0,3,5,58,0,2,0
F00001216,2688,1,0,3,15,50,0,1,0
F00001220,2688,1,0,3,20,36,0,2,1
F00001221,2688,1,0,3,5,,0,2,1
F00001224,2688,1,1,3,10,57,0,1,0
F00001225,2688,1,1,3,15,49,0,2,0
F00001229,2840,1,1,3,40,49,0,2,0
F00001233,2999,1,0,3,20,35,0,1,0
F00001235,2999,1,0,3,20,,0,1,1
F00001243,2999,1,1,3,40,55,0,1,0
F00001245,3164,1,1,3,10,47,0,1,0
F00001246,3164,1,1,3,10,57,0,1,0
F00001247,3164,1,1,3,20,55,0,1,0
F00001248,3165,1,1,3,20,57,0,1,2
F00001250,3337,1,0,3,10,54,0,2,0
F00001251,3337,1,0,3,20,59,0,3,0
F00001253,3337,1,1,3,15,63,0,2,0
F00001254,3337,1,1,3,25,46,0,3,0
F00001255,3337,1,1,3,40,,0,2,0
F00001258,3516,1,0,3,15,59,0,2,0
F00001260,3516,1,1,3,10,61,0,3,0
F00001262,3702,1,0,3,20,57,0,2,0
F00001264,3895,1,0,3,5,53,0,3,0
F00001267,3896,1,1,3,20,39,0,1,0
F00001268,3895,1,1,3,20,45,0,2,0
F00001270,4096,1,1,3,10,40,0,3,1
F00001271,4096,1,1,3,15,,0,1,1
F00001273,169,0,0,2,30,,1,2,0
F00001275,232,0,0,2,20,,9,2,0
F00001276,256,0,0,2,20,14,0,2,0
F00001282,312,0,0,2,35,26,1,2,0
F00001284,311,0,0,2,60,20,4,1,0
F00001286,342,0,0,2,5,24,0,2,0
F00001287,342,0,0,2,10,12,13,2,0
F00001288,342,0,0,2,10,26,3,2,0
F00001289,342,0,0,2,20,,3,2,0
F00001291,375,0,0,2,15,25,1,1,0
F00001292,375,0,0,2,20,10,14,2,0
F00001294,375,0,0,2,25,23,6,1,0
F00001295,375,0,0,2,25,24,3,1,0
F00001297,375,0,0,2,30,24,0,2,0
F00001298,375,0,0,2,30,26,2,2,0
F00001299,375,0,0,2,40,14,12,2,0
F00001300,375,0,0,2,40,20,3,3,0
F00001301,410,0,0,2,5,10,15,2,0
F00001303,411,0,0,2,10,15,13,2,0
F00001304,411,0,0,2,10,30,0,1,0
F00001305,411,0,0,2,20,15,9,2,0
F00001307,410,0,0,2,20,18,10,3,0
F00001308,411,0,0,2,25,14,10,2,0
F00001310,410,0,0,2,35,11,14,2,0
F00001312,411,0,0,2,50,25,4,3,0
F00001313,448,0,0,2,5,23,8,1,0
F00001314,448,0,0,2,10,5,10,1,0
F00001317,448,0,0,2,15,21,11,2,0
F00001318,448,0,0,2,15,22,9,2,0
F00001319,448,0,0,2,15,28,1,1,0
F00001320,448,0,0,2,20,10,11,3,0
F00001321,448,0,0,2,20,15,1,3,0
F00001323,448,0,0,2,20,21,14,1,0
F00001326,448,0,0,2,20,31,1,1,0
F00001328,448,0,0,2,30,10,13,1,0
F00001330,448,0,0,2,30,,14,2,0
F00001332,448,0,0,2,30,32,0,1,0
F00001333,448,0,0,2,40,14,11,1,0
F00001334,448,0,0,2,40,19,11,3,0
F00001337,448,0,0,2,60,20,7,3,0
F00001338,448,0,0,2,60,20,12,2,0
F00001339,448,0,0,2,45,15,14,3,1
F00001340,488,0,0,2,10,15,9,2,0
F00001341,488,0,0,2,10,20,14,1,0
F00001342,488,0,0,2,15,20,7,3,0
F00001346,488,0,0,2,20,26,5,2,0
F00001347,488,0,0,2,20,27,4,2,0
F00001348,488,0,0,2,20,31,2,1,0
F00001349,488,0,0,2,25,18,9,1,0
F00001350,489,0,0,2,25,27,2,1,0
F00001351,488,0,0,2,30,11,14,2,0
F00001354,488,0,0,2,30,26,6,2,0
F00001356,489,0,0,2,40,16,3,2,0
F00001357,488,0,0,2,40,17,12,2,0
F00001359,488,0,0,2,40,22,12,3,0
F00001364,488,0,0,2,20,9,17,2,1
F00001365,531,0,0,2,5,30,5,1,0
F00001366,531,0,0,2,15,25,13,3,0
F00001367,531,0,0,2,20,16,14,3,0
F00001368,531,0,0,2,20,,12,1,0
F00001369,531,0,0,2,20,24,12,1,0
F00001370,531,0,0,2,20,25,7,2,0
F00001371,531,0,0,2,30,13,0,2,0
F00001373,531,0,0,2,40,16,18,2,0
F00001374,531,0,0,2,40,25,1,2,0
F00001377,577,0,0,2,5,17,11,3,0
F00001378,577,0,0,2,10,16,4,3,0
F00001379,577,0,0,2,10,18,10,1,0
F00001380,577,0,0,2,10,30,2,2,0
F00001381,577,0,0,2,15,23,12,2,0
F00001383,577,0,0,2,20,,17,1,0
F00001385,577,0,0,2,20,17,16,3,0
F00001388,577,0,0,2,20,21,9,2,0
F00001390,577,0,0,2,20,,2,2,0
F00001392,577,0,0,2,20,33,1,2,0
F00001393,577,0,0,2,25,26,5,3,0
F00001394,577,0,0,2,25,26,6,1,0
F00001395,577,0,0,2,30,21,17,2,0
F00001396,577,0,0,2,30,26,1,2,0
F00001398,577,0,0,2,40,21,5,3,0
F00001399,577,0,0,2,40,,7,1,0
F00001400,577,0,0,2,40,31,5,1,0
F00001401,577,0,0,2,40,,2,2,0
F00001403,577,0,0,2,50,23,10,1,0
F00001404,577,0,0,2,60,22,12,3,0
F00001405,577,0,0,2,60,,2,1,0
F00001406,626,0,0,2,5,27,3,3,0
F00001410,626,0,0,2,15,17,15,1,0
F00001412,625,0,0,2,20,20,10,2,0
F00001413,625,0,0,2,20,33,1,2,0
F00001414,625,0,0,2,25,12,12,2,0
F00001416,625,0,0,2,30,11,20,2,0
F00001417,625,0,0,2,30,,15,3,0
F00001418,625,0,0,2,30,26,9,2,0
F00001419,625,0,0,2,30,38,0,2,0
F00001421,625,0,0,2,40,,12,2,0
F00001422,626,0,0,2,40,23,12,3,0
F00001424,625,0,0,2,40,31,11,1,0
F00001425,625,0,0,2,50,29,1,2,0
F00001427,625,0,0,2,60,,10,3,0
F00001429,625,0,0,2,80,20,10,1,0
F00001433,677,0,0,2,10,21,16,2,0
F00001434,677,0,0,2,10,22,9,2,0
F00001435,677,0,0,2,15,15,18,1,0
F00001436,677,0,0,2,15,25,6,2,0
F00001440,677,0,0,2,25,29,4,3,0
F00001442,677,0,0,2,30,20,21,3,0
F00001443,677,0,0,2,30,25,5,3,0
F00001444,677,0,0,2,30,,8,2,0
F00001445,677,0,0,2,30,26,11,2,0
F00001446,677,0,0,2,30,,7,1,0
F00001447,677,0,0,2,40,13,21,1,0
F00001450,677,0,0,2,60,17,19,2,2
F00001453,731,0,0,2,10,5,13,2,0
F00001454,732,0,0,2,10,14,11,2,0
F00001457,732,0,0,2,10,26,14,2,0
F00001458,732,0,0,2,15,22,14,1,0
F00001459,731,0,0,2,20,15,22,2,0
F00001460,732,0,0,2,20,16,21,3,0
F00001461,731,0,0,2,20,20,15,2,0
F00001462,731,0,0,2,20,20,20,2,0
F00001464,732,0,0,2,20,24,6,1,0
F00001465,732,0,0,2,20,25,5,2,0
F00001466,731,0,0,2,20,31,3,2,0
F00001467,732,0,0,2,25,15,21,1,0
F00001468,731,0,0,2,25,,15,2,0
F00001469,732,0,0,2,30,11,9,2,0
F00001472,731,0,0,2,30,20,14,2,0
F00001477,731,0,0,2,40,37,0,1,0
F00001481,731,0,0,2,20,30,10,2,1
F00001485,790,0,0,2,5,25,3,3,0
F00001486,789,0,0,2,10,10,22,3,0
F00001487,790,0,0,2,10,22,15,2,0
F00001488,789,0,0,2,10,26,9,1,0
F00001489,790,0,0,2,15,12,22,2,0
F00001490,789,0,0,2,15,,13,1,0
F00001493,789,0,0,2,20,29,9,3,0
F00001495,790,0,0,2,25,24,13,2,0
F00001496,789,0,0,2,25,27,14,3,0
F00001497,789,0,0,2,30,18,18,1,0
F00001500,789,0,0,2,30,30,11,2,0
F00001502,789,0,0,2,30,38,6,2,0
F00001503,789,0,0,2,40,11,17,2,0
F00001504,789,0,0,2,40,24,15,1,0
F00001505,790,0,0,2,40,31,8,3,0
F00001506,790,0,0,2,40,32,6,3,0
F00001508,789,0,0,2,60,15,22,1,0
F00001509,789,0,0,2,60,25,11,3,0
F00001510,790,0,0,2,80,31,4,1,0
F00001511,789,0,0,2,90,14,19,1,0
F00001512,850,0,0,2,20,16,9,2,0
F00001513,851,0,0,2,30,22,17,2,0
F00001516,850,0,0,2,10,18,24,3,0
F00001518,851,0,0,2,10,30,10,2,0
F00001520,850,0,0,2,20,24,5,1,0
F00001523,850,0,0,2,20,33,2,1,0
F00001524,851,0,0,2,20,36,4,2,0
F00001528,851,0,0,2,30,31,9,2,0
F00001529,851,0,0,2,30,36,1,1,0
F00001531,851,0,0,2,40,22,18,2,0
F00001534,851,0,0,2,40,30,8,2,0
F00001535,851,0,0,2,40,38,6,2,0
F00001536,851,0,0,2,45,39,2,2,0
F00001538,851,0,0,2,50,16,22,2,0
F00001540,851,0,0,2,20,27,9,2,1
F00001543,851,0,0,2,15,,14,2,1
F00001545,916,0,0,2,5,30,10,2,0
F00001548,916,0,0,2,10,34,1,1,0
F00001549,916,0,0,2,10,37,0,3,0
F00001550,916,0,0,2,15,18,19,2,0
F00001552,915,0,0,2,15,,0,3,0
F00001553,915,0,0,2,20,12,21,1,0
F00001554,915,0,0,2,20,14,23,1,0
F00001556,915,0,0,2,20,25,17,2,0
F00001557,916,0,0,2,30,25,1,3,0
F00001558,915,0,0,2,30,25,14,3,0
F00001559,915,0,0,2,30,26,14,2,0
F00001561,915,0,0,2,30,39,2,1,0
F00001567,916,0,0,2,40,30,5,2,0
F00001568,915,0,0,2,40,37,4,2,0
F00001569,916,0,0,2,40,41,3,3,0
F00001571,915,0,0,2,50,20,21,3,0
F00001572,915,0,0,2,50,25,0,3,0
F00001573,916,0,0,2,50,31,5,1,0
F00001575,915,0,0,2,60,30,7,2,0
F00001579,916,0,0,2,60,36,4,3,1
F00001584,984,0,0,2,10,15,22,2,0
F00001587,984,0,0,2,15,24,7,1,0
F00001590,984,0,0,2,20,14,24,2,0
F00001591,984,0,0,2,20,20,7,2,0
F00001592,984,0,0,2,20,20,22,3,0
F00001593,984,0,0,2,20,22,6,2,0
F00001597,984,0,0,2,20,,2,2,0
F00001598,984,0,0,2,20,38,3,3,0
F00001600,984,0,0,2,25,38,2,2,0
F00001602,984,0,0,2,30,35,1,1,0
F00001606,984,0,0,2,40,15,17,1,0
F00001609,984,0,0,2,40,20,15,3,0
F00001610,984,0,0,2,40,25,15,1,0
F00001613,984,0,0,2,50,34,6,3,0
F00001614,984,0,0,2,50,36,2,1,0
F00001616,984,0,0,2,60,,19,1,0
F00001617,984,0,0,2,60,33,8,2,0
F00001618,984,0,0,2,70,26,12,2,0
F00001619,984,0,0,2,80,22,21,1,0
F00001621,984,0,0,2,20,37,1,1,1
F00001622,1056,0,0,2,10,15,3,3,0
F00001623,1056,0,0,2,10,16,23,2,0
F00001625,1056,0,0,2,10,30,7,2,0
F00001628,1056,0,0,2,15,14,22,2,0
F00001629,1056,0,0,2,15,19,22,3,0
F00001630,1056,0,0,2,15,20,19,2,0
F00001632,1056,0,0,2,20,9,15,1,0
F00001633,1056,0,0,2,20,18,23,1,0
F00001634,1056,0,0,2,20,19,18,1,0
F00001635,1056,0,0,2,20,20,7,2,0
F00001637,1056,0,0,2,20,22,8,1,0
F00001640,1056,0,0,2,20,27,9,2,0
F00001642,1056,0,0,2,20,29,20,2,0
F00001643,1056,0,0,2,20,31,13,1,0
F00001644,1056,0,0,2,20,32,17,2,0
F00001646,1056,0,0,2,20,34,7,2,0
F00001647,1056,0,0,2,20,39,0,2,0
F00001648,1056,0,0,2,25,10,27,2,0
F00001649,1056,0,0,2,25,,14,2,0
F00001652,1056,0,0,2,35,14,25,2,0
F00001653,1056,0,0,2,35,24,17,1,0
F00001654,1056,0,0,2,35,29,8,1,0
F00001655,1056,0,0,2,40,20,20,2,0
F00001656,1056,0,0,2,40,,15,2,0
F00001657,1056,0,0,2,40,34,6,1,0
F00001659,1056,0,0,2,50,18,22,1,0
F00001660,1056,0,0,2,50,25,20,1,0
F00001662,1056,0,0,2,60,,0,1,0
F00001666,1056,0,0,2,20,17,22,2,1
F00001667,1056,0,0,2,30,34,5,2,1
F00001668,1056,0,0,2,20,20,9,2,1
F00001670,1056,0,0,2,40,,2,1,2
F00001671,1132,0,0,2,40,,15,2,0
F00001673,1132,0,0,2,10,22,20,2,0
F00001676,1132,0,0,2,10,35,11,3,0
F00001677,1132,0,0,2,15,20,17,3,0
F00001678,1132,0,0,2,15,28,5,3,0
F00001679,1132,0,0,2,15,,18,2,0
F00001680,1132,0,0,2,20,11,27,1,0
F00001682,1132,0,0,2,20,16,23,2,0
F00001683,1132,0,0,2,20,18,25,3,0
F00001684,1132,0,0,2,20,23,20,3,0
F00001685,1132,0,0,2,20,25,12,2,0
F00001686,1132,0,0,2,20,25,18,2,0
F00001687,1132,0,0,2,20,28,13,1,0
F00001688,1132,0,0,2,20,29,16,1,0
F00001689,1132,0,0,2,20,29,17,1,0
F00001691,1132,0,0,2,20,32,6,1,0
F00001693,1132,0,0,2,20,39,4,3,0
F00001694,1132,0,0,2,20,40,8,3,0
F00001696,1132,0,0,2,20,41,3,3,0
F00001698,1132,0,0,2,25,21,19,2,0
F00001699,1132,0,0,2,25,28,14,2,0
F00001701,1132,0,0,2,25,45,2,2,0
F00001703,1132,0,0,2,30,17,23,1,0
F00001704,1132,0,0,2,30,18,20,1,0
F00001706,1132,0,0,2,30,27,10,2,0
F00001708,1132,0,0,2,40,25,8,1,0
F00001709,1132,0,0,2,40,33,8,2,0
F00001710,1132,0,0,2,40,37,6,2,0
F00001711,1132,0,0,2,40,,1,2,0
F00001712,1132,0,0,2,40,38,2,3,0
F00001713,1132,0,0,2,45,30,13,1,0
F00001714,1132,0,0,2,50,23,14,3,0
F00001716,1132,0,0,2,60,23,14,1,0
F00001718,1132,0,0,2,80,20,20,2,0
F00001719,1132,0,0,2,40,37,5,2,1
F00001724,1132,0,0,2,30,,9,2,2
F00001725,1212,0,0,2,5,13,19,2,0
F00001726,1212,0,0,2,5,18,15,2,0
F00001728,1212,0,0,2,5,20,20,1,0
F00001729,1212,0,0,2,5,23,14,3,0
F00001733,1212,0,0,2,10,,12,3,0
F00001734,1212,0,0,2,10,43,1,1,0
F00001735,1212,0,0,2,15,22,20,2,0
F00001736,1212,0,0,2,15,36,5,1,0
F00001739,1212,0,0,2,20,,19,3,0
F00001740,1212,0,0,2,20,31,17,2,0
F00001744,1212,0,0,2,25,30,11,1,0
F00001745,1212,0,0,2,30,,27,2,0
F00001748,1212,0,0,2,30,38,2,2,0
F00001750,1212,0,0,2,35,26,14,2,0
F00001752,1212,0,0,2,40,28,15,2,0
F00001757,1212,0,0,2,60,16,22,1,0
F00001760,1212,0,0,2,60,,6,2,0
F00001761,1212,0,0,2,80,26,14,2,0
F00001762,1212,0,0,2,40,23,15,2,1
F00001764,1212,0,0,2,30,28,15,2,1
F00001766,1296,0,0,2,20,20,23,2,0
F00001769,1297,0,0,2,5,36,13,3,0
F00001770,1297,0,0,2,5,38,5,2,0
F00001773,1297,0,0,2,10,30,15,2,0
F00001775,1296,0,0,2,10,48,2,2,0
F00001776,1296,0,0,2,15,25,20,2,0
F00001777,1296,0,0,2,15,35,2,2,0
F00001778,1297,0,0,2,20,20,28,2,0
F00001779,1296,0,0,2,20,30,9,2,0
F00001780,1296,0,0,2,20,31,12,2,0
F00001781,1297,0,0,2,20,50,2,3,0
F00001782,1297,0,0,2,30,22,21,2,0
F00001785,1296,0,0,2,30,34,10,2,0
F00001787,1297,0,0,2,40,34,5,1,0
F00001789,1297,0,0,2,50,40,7,2,0
F00001790,1297,0,0,2,60,20,20,2,0
F00001794,1296,0,0,2,80,41,4,2,0
F00001795,1297,0,0,2,30,25,15,1,1
F00001797,1296,0,0,2,80,36,10,1,1
F00001802,1385,0,0,2,5,,10,1,0
F00001803,1385,0,0,2,10,24,22,2,0
F00001807,1385,0,0,2,10,40,0,2,0
F00001809,1385,0,0,2,15,14,26,2,0
F00001810,1385,0,0,2,15,20,23,2,0
F00001812,1385,0,0,2,15,30,21,2,0
F00001813,1385,0,0,2,15,33,13,1,0
F00001814,1385,0,0,2,15,37,2,1,0
F00001816,1385,0,0,2,20,15,6,3,0
F00001817,1385,0,0,2,20,16,29,1,0
F00001818,1385,0,0,2,20,23,20,2,0
F00001819,1385,0,0,2,20,24,16,1,0
F00001820,1385,0,0,2,20,26,19,2,0
F00001823,1385,0,0,2,20,30,13,2,0
F00001824,1385,0,0,2,20,31,15,1,0
F00001827,1385,0,0,2,20,37,8,2,0
F00001829,1385,0,0,2,25,12,29,2,0
F00001830,1385,0,0,2,25,24,21,2,0
F00001832,1385,0,0,2,30,,13,2,0
F00001833,1385,0,0,2,40,26,13,2,0
F00001834,1385,0,0,2,40,28,8,1,0
F00001836,1385,0,0,2,40,29,16,2,0
F00001838,1385,0,0,2,40,,13,1,0
F00001840,1385,0,0,2,50,15,21,1,0
F00001841,1385,0,0,2,50,27,1,1,0
F00001846,1385,0,0,2,60,38,10,2,0
F00001848,1385,0,0,2,20,23,3,2,1
F00001849,1385,0,0,2,30,24,19,2,1
F00001850,1385,0,0,2,45,,6,2,1
F00001853,1385,0,0,2,20,37,13,2,1
F00001854,1385,0,0,2,20,47,1,2,1
F00001856,1478,0,0,2,5,15,12,2,0
F00001857,1478,0,0,2,10,14,30,3,0
F00001858,1478,0,0,2,10,28,22,1,0
F00001860,1478,0,0,2,10,34,12,2,0
F00001862,1478,0,0,2,15,30,15,2,0
F00001864,1478,0,0,2,20,8,29,3,0
F00001867,1478,0,0,2,20,17,23,1,0
F00001868,1478,0,0,2,20,18,25,3,0
F00001875,1478,0,0,2,20,41,7,2,0
F00001876,1478,0,0,2,20,,4,3,0
F00001879,1478,0,0,2,25,29,11,2,0
F00001881,1478,0,0,2,30,33,4,2,0
F00001882,1478,0,0,2,30,39,9,2,0
F00001884,1478,0,0,2,40,31,12,1,0
F00001886,1478,0,0,2,45,30,15,2,0
F00001889,1478,0,0,2,20,22,22,3,1
F00001891,1478,0,0,2,30,,4,2,2
F00001893,1575,0,0,2,10,,31,2,0
F00001894,1576,0,0,2,10,21,27,1,0
F00001896,1575,0,0,2,15,16,33,1,0
F00001897,1576,0,0,2,15,28,15,2,0
F00001898,1575,0,0,2,15,37,14,2,0
F00001900,1575,0,0,2,20,33,8,1,0
F00001903,1576,0,0,2,20,40,7,2,0
F00001905,1575,0,0,2,25,39,8,2,0
F00001908,1575,0,0,2,30,29,10,1,0
F00001909,1575,0,0,2,40,10,32,3,0
F00001914,1575,0,0,2,40,33,18,3,0
F00001915,1576,0,0,2,40,37,10,2,0
F00001916,1576,0,0,2,40,,3,2,0
F00001918,1575,0,0,2,60,23,20,2,0
F00001921,1576,0,0,2,10,20,23,2,1
F00001922,1576,0,0,2,30,,16,3,1
F00001923,1575,0,0,2,20,41,6,2,1
F00001928,1678,0,0,2,20,13,28,2,0
F00001932,1678,0,0,2,20,,12,2,0
F00001933,1678,0,0,2,20,28,21,2,0
F00001934,1678,0,0,2,20,28,24,1,0
F00001935,1678,0,0,2,20,29,21,2,0
F00001936,1678,0,0,2,20,34,15,1,0
F00001938,1678,0,0,2,30,,1,2,0
F00001939,1678,0,0,2,40,20,6,3,0
F00001943,1678,0,0,2,40,27,17,2,0
F00001944,1678,0,0,2,40,37,5,3,0
F00001945,1678,0,0,2,40,40,2,3,0
F00001947,1678,0,0,2,50,34,10,1,0
F00001948,1678,0,0,2,80,39,17,3,0
F00001949,1678,0,0,2,40,15,29,2,1
F00001950,1678,0,0,2,15,15,24,1,1
F00001951,1678,0,0,2,10,15,29,2,1
F00001952,1678,0,0,2,5,26,23,3,1
F00001953,1678,0,0,2,20,34,10,1,1
F00001957,1786,0,0,2,10,30,25,2,0
F00001958,1785,0,0,2,10,31,20,3,0
F00001959,1785,0,0,2,10,,7,2,0
F00001960,1786,0,0,2,10,,22,2,0
F00001963,1785,0,0,2,10,47,3,3,0
F00001964,1786,0,0,2,15,14,32,2,0
F00001966,1786,0,0,2,15,28,22,3,0
F00001967,1785,0,0,2,15,32,13,2,0
F00001969,1785,0,0,2,20,26,20,2,0
F00001970,1785,0,0,2,20,,10,3,0
F00001971,1785,0,0,2,20,36,16,1,0
F00001972,1785,0,0,2,20,37,12,3,0
F00001973,1785,0,0,2,20,43,4,1,0
F00001974,1786,0,0,2,20,44,3,1,0
F00001975,1785,0,0,2,20,45,4,1,0
F00001976,1785,0,0,2,30,18,25,3,0
F00001977,1785,0,0,2,30,26,15,1,0
F00001978,1785,0,0,2,30,29,20,3,0
F00001979,1786,0,0,2,30,,4,1,0
F00001981,1785,0,0,2,40,28,12,2,0
F00001983,1785,0,0,2,40,40,6,3,0
F00001984,1785,0,0,2,40,40,8,2,0
F00001985,1785,0,0,2,40,46,1,1,0
F00001987,1785,0,0,2,50,50,4,2,0
F00001989,1786,0,0,2,5,49,6,2,1
F00001992,1785,0,0,2,30,39,10,2,1
F00001993,1786,0,0,2,60,45,5,3,1
F00001994,1785,0,0,2,40,30,20,3,1
F00001995,1785,0,0,2,40,49,6,2,1
F00001998,1785,0,0,2,60,41,10,1,1
F00002003,1898,0,0,2,10,26,22,1,0
F00002005,1898,0,0,2,15,32,14,2,0
F00002006,1898,0,0,2,15,36,10,1,0
F00002007,1898,0,0,2,20,10,26,1,0
F00002008,1898,0,0,2,20,20,28,1,0
F00002009,1898,0,0,2,20,25,28,2,0
F00002010,1898,0,0,2,20,31,16,2,0
F00002011,1898,0,0,2,20,32,16,2,0
F00002014,1898,0,0,2,20,41,5,3,0
F00002015,1898,0,0,2,20,43,10,2,0
F00002017,1898,0,0,2,20,52,5,1,0
F00002018,1898,0,0,2,30,20,26,1,0
F00002019,1898,0,0,2,30,22,28,1,0
F00002020,1898,0,0,2,30,33,13,2,0
F00002023,1898,0,0,2,40,,6,2,0
F00002024,1898,0,0,2,40,40,15,1,0
F00002025,1898,0,0,2,40,48,6,2,0
F00002026,1898,0,0,2,40,,4,2,0
F00002030,1898,0,0,2,20,18,36,2,1
F00002031,1898,0,0,2,20,40,6,3,1
F00002034,1898,0,0,2,40,44,5,1,1
F00002035,1898,0,0,2,40,24,26,2,1
F00002038,2015,0,0,2,5,20,25,1,0
F00002041,2016,0,0,2,10,,30,1,0
F00002044,2016,0,0,2,10,28,23,2,0
F00002045,2015,0,0,2,10,39,9,1,0
F00002046,2016,0,0,2,10,45,10,3,0
F00002047,2016,0,0,2,20,17,17,3,0
F00002049,2015,0,0,2,20,32,21,1,0
F00002050,2015,0,0,2,20,33,20,1,0
F00002052,2015,0,0,2,20,40,15,3,0
F00002053,2015,0,0,2,20,41,12,2,0
F00002054,2016,0,0,2,20,49,4,2,0
F00002055,2016,0,0,2,25,19,30,3,0
F00002059,2015,0,0,2,30,40,6,3,0
F00002061,2016,0,0,2,30,40,10,2,0
F00002063,2016,0,0,2,30,41,15,2,0
F00002064,2015,0,0,2,30,,0,3,0
F00002065,2016,0,0,2,30,45,2,2,0
F00002066,2015,0,0,2,40,20,22,1,0
F00002067,2015,0,0,2,40,36,11,1,0
F00002071,2015,0,0,2,50,42,10,1,0
F00002075,2015,0,0,2,20,39,10,2,1
F00002076,2016,0,0,2,20,48,5,2,1
F00002080,2015,0,0,2,10,29,17,1,1
F00002082,2016,0,0,2,40,34,15,3,2
F00002083,2138,0,0,2,40,36,20,1,0
F00002084,2139,0,0,2,5,10,36,2,0
